location_names,first_trip_month,last_trip_month,lat,lon,still_active,region
Downtown Berkeley BART,2017,2026-07,37.87,-122.268,True,East Bay
Bancroft Way at Telegraph Ave,2017,2026-07,37.869,-122.259,True,East Bay
Fulton St at Bancroft Way,2017,2026-07,37.868,-122.266,True,East Bay
Addison St at Fourth St,2017,2026-07,37.866,-122.299,True,East Bay
California St at University Ave,2017,2024-04,37.871,-122.28,False,East Bay
Frank H Ogawa Plaza,2017,2026-07,37.805,-122.272,True,East Bay
14th St at Mandela Pkwy,2017,2026-07,37.811,-122.291,True,East Bay
19th Street BART Station; 19th Street BART,2017,2026-07,37.809,-122.268,True,East Bay
Bay Pl at Vernon St,2017,2026-07,37.812,-122.261,True,East Bay
Russell St at College Ave,2017,2026-07,37.858,-122.253,True,East Bay
College Ave at Taft Ave,2017,2026-07,37.842,-122.252,True,East Bay
24th St at Market St; Market St at 24th St,2017,2026-07,37.816,-122.278,True,East Bay
Washington St at 8th St,2017,2026-07,37.801,-122.275,True,East Bay
Lake Merritt BART Station; Lake Merritt BART,2017,2026-07,37.797,-122.265,True,East Bay
Lakeshore Ave at Trestle Glen Rd,2017,2026-07,37.811,-122.243,True,East Bay
West Oakland BART Station; West Oakland BART,2017,2026-07,37.805,-122.295,True,East Bay
MLK Jr Way at 14th St,2017,2024-03,37.806,-122.276,False,East Bay
2nd Ave at E 18th St,2017,2026-07,37.8,-122.254,True,East Bay
El Embarcadero at Grand Ave,2017,2026-07,37.809,-122.25,True,East Bay
College Ave at Harwood Ave,2017,2021-04,37.848,-122.252,False,East Bay
Shattuck Ave at Hearst Ave,2017,2026-07,37.874,-122.268,True,East Bay
Derby St at College Ave,2017,2026-07,37.862,-122.254,True,East Bay
45th St at Manila,2017,2026-07,37.833,-122.256,True,East Bay
Snow Park,2017,2026-07,37.808,-122.264,True,East Bay
Telegraph Ave at 23rd St; 23rd St at Telegraph Ave,2017,2026-07,37.813,-122.269,True,East Bay
University Ave at Oxford St,2017,2025-10,37.872,-122.266,False,East Bay
Grand Ave at Perkins St,2017,2026-07,37.809,-122.256,True,East Bay
21st Ave at International Blvd,2017,2019-12,37.785,-122.239,False,East Bay
Lakeside Dr at 14th St,2017,2026-07,37.801,-122.263,True,East Bay
Telegraph Ave at 19th St,2017,2026-07,37.809,-122.27,True,East Bay
MacArthur BART Station,2017,2024-05,37.828,-122.266,False,East Bay
Telegraph Ave at Ashby Ave,2017,2026-07,37.856,-122.26,True,East Bay
Ashby BART Station; Ashby BART,2017,2026-07,37.852,-122.27,True,East Bay
Telegraph Ave at Carleton St,2017,2026-07,37.862,-122.259,True,East Bay
Mosswood Park,2017,2026-07,37.825,-122.26,True,East Bay
Genoa St at 55th St,2017,2026-07,37.84,-122.272,True,East Bay
Haste St at Telegraph Ave,2017,2026-07,37.866,-122.259,True,East Bay
Telegraph Ave at Alcatraz Ave,2017,2026-07,37.85,-122.26,True,East Bay
Oregon St at Adeline St,2017,2026-07,37.858,-122.268,True,East Bay
Shattuck Ave at 55th Ave; Shattuck Ave at 55th St,2017,2026-07,37.84,-122.264,True,East Bay
12th St at 4th Ave; 4th Ave at E 12th St (Temporary Location); 4th Ave at E 12th St,2017,2026-07,37.796,-122.256,True,East Bay
59th St at Horton St,2017,2026-07,37.841,-122.291,True,East Bay
Berkeley Civic Center,2017,2026-07,37.869,-122.271,True,East Bay
65th St at Hollis St,2017,2026-07,37.847,-122.291,True,East Bay
Union St at 10th St,2017,2024-08,37.807,-122.289,False,East Bay
Vine St at Shattuck Ave,2017,2026-07,37.88,-122.27,True,East Bay
47th St at San Pablo Ave,2017,2026-07,37.836,-122.281,True,East Bay
45th St at MLK Jr Way,2017,2026-07,37.834,-122.267,True,East Bay
Broadway at 40th St,2017,2026-07,37.828,-122.257,True,East Bay
Webster St at 19th St,2017,2026-07,37.807,-122.267,True,East Bay
14th St at Filbert St,2017,2026-07,37.809,-122.283,True,East Bay
Franklin St at 9th St,2017,2026-07,37.801,-122.272,True,East Bay
Stanford Ave at Hollis St,2017,2026-07,37.838,-122.289,True,East Bay
Broadway at 30th St,2017,2026-07,37.819,-122.262,True,East Bay
Shattuck Ave at Telegraph Ave,2017,2026-07,37.833,-122.263,True,East Bay
10th St at Fallon St,2017,2026-07,37.798,-122.263,True,East Bay
Grand Ave at Webster St,2017,2026-07,37.811,-122.265,True,East Bay
MLK Jr Way at University Ave,2017,2026-07,37.872,-122.273,True,East Bay
Fruitvale BART Station; Fruitvale BART,2017,2026-07,37.775,-122.224,True,East Bay
49th St at Telegraph Ave,2017,2020-11,37.836,-122.262,False,East Bay
Horton St at 40th St,2017,2026-07,37.83,-122.288,True,East Bay
Grand Ave at Santa Clara Ave,2017,2026-07,37.813,-122.247,True,East Bay
Adeline St at 40th St,2017,2026-07,37.831,-122.278,True,East Bay
55th St at Telegraph Ave,2017,2026-07,37.84,-122.262,True,East Bay
Broadway at Coronado Ave,2017,2026-07,37.836,-122.252,True,East Bay
Ninth St at Heinz Ave,2017,2026-07,37.853,-122.289,True,East Bay
Channing Way at San Pablo Ave,2017,2026-07,37.863,-122.29,True,East Bay
Parker St at Fulton St,2017,2026-07,37.862,-122.265,True,East Bay
Dover St at 57th St,2017,2026-07,37.843,-122.268,True,East Bay
Bancroft Way at College Ave,2017,2026-07,37.869,-122.254,True,East Bay
San Antonio Park,2017,2026-07,37.79,-122.242,True,East Bay
Market St at 40th St,2017,2026-07,37.831,-122.274,True,East Bay
12th St at 6th Ave; 6th Ave at E 12th St (Temporary Location); 6th Ave at E 12th St,2017,2026-07,37.794,-122.254,True,East Bay
North Berkeley BART Station; North Berkeley BART,2017,2026-07,37.874,-122.283,True,East Bay
Telegraph Ave at 58th St,2017,2026-07,37.844,-122.261,True,East Bay
Isabella St at San Pablo Ave,2017,2026-07,37.815,-122.275,True,East Bay
San Pablo Ave at MLK Jr Way,2017,2026-07,37.811,-122.273,True,East Bay
37th St at West St,2017,2026-07,37.827,-122.272,True,East Bay
West St at 40th St,2017,2026-07,37.83,-122.271,True,East Bay
Shattuck Ave at 51st St,2017,2021-02,37.837,-122.264,False,East Bay
32nd St at Adeline St,2017,2026-07,37.824,-122.281,True,East Bay
Emeryville Town Hall,2017,2026-07,37.831,-122.286,True,East Bay
Market St at Brockhurst St,2017,2022-04,37.823,-122.276,False,East Bay
Harmon St at Adeline St,2017,2026-07,37.85,-122.271,True,East Bay
Shafter Ave at Cavour St,2017,2018-06,37.838,-122.257,False,East Bay
Foothill Blvd at Fruitvale Ave,2017,2026-07,37.784,-122.223,True,East Bay
San Pablo Ave at 27th St; 27th St at San Pablo Ave,2017,2026-07,37.818,-122.276,True,East Bay
10th Ave at E 15th St,2017,2026-07,37.793,-122.249,True,East Bay
College Ave at Bryant Ave,2017,2026-07,37.838,-122.251,True,East Bay
26th Ave at International Blvd,2017,2026-07,37.781,-122.233,True,East Bay
Jackson St at 11th St,2017,2026-07,37.8,-122.266,True,East Bay
Telegraph Ave at 27th St,2017,2026-07,37.816,-122.268,True,East Bay
34th St at Telegraph Ave,2017,2026-07,37.823,-122.266,True,East Bay
Bushrod Park,2017,2026-07,37.847,-122.265,True,East Bay
DeFremery Park,2017,2026-07,37.812,-122.285,True,East Bay
13th St at Franklin St,2017,2024-02,37.803,-122.271,False,East Bay
53rd St at Hollis St,2017,2026-07,37.836,-122.287,True,East Bay
MacArthur Blvd at Telegraph Ave,2017,2026-07,37.826,-122.265,True,East Bay
Doyle St at 59th St,2017,2026-07,37.842,-122.288,True,East Bay
Fruitvale Ave at International Blvd,2017,2020-10,37.778,-122.226,False,East Bay
Ninth St at Parker St,2017,2026-07,37.859,-122.291,True,East Bay
Foothill Blvd at Harrington Ave,2017,2026-07,37.78,-122.218,True,East Bay
Marston Campbell Park,2017,2026-07,37.81,-122.28,True,East Bay
Ellsworth St at Russell St; Russell St at Ellsworth St,2017,2026-07,37.857,-122.262,True,East Bay
Market St at 8th St,2017,2023-01,37.804,-122.282,False,East Bay
Foothill Blvd at 42nd Ave,2017,2020-01,37.776,-122.213,False,East Bay
Webster St at 17th St,2017,2017,37.806,-122.267,False,East Bay
Franklin St at 14th St,2017,2017,37.804,-122.27,False,East Bay
Jackson St at 14th St,2017,2017,37.802,-122.265,False,East Bay
Rockridge BART Station; Rockridge BART,2018-01,2026-07,37.844,-122.252,True,East Bay
23rd Ave at Foothill Blvd,2018-01,2026-07,37.785,-122.234,True,East Bay
27th St at MLK Jr Way; MLK Jr Way at 27th St,2018-01,2026-07,37.817,-122.272,True,East Bay
College Ave at Alcatraz Ave,2018-02,2026-07,37.851,-122.253,True,East Bay
Woolsey St at Sacramento St; Woolsey St at Sacramento St1,2018-02,2026-07,37.851,-122.278,True,East Bay
Hearst Ave at Euclid Ave,2018-02,2023-10,37.875,-122.261,False,East Bay
Channing Way at Shattuck Ave,2018-03,2026-07,37.866,-122.267,True,East Bay
Webster St at 2nd St,2018-03,2026-07,37.795,-122.274,True,East Bay
Fulton St at Ashby Ave,2018-03,2026-07,37.856,-122.264,True,East Bay
Milvia St at Derby St,2018-03,2026-07,37.86,-122.269,True,East Bay
Market St at 45th St,2018-03,2026-07,37.834,-122.273,True,East Bay
Jack London Square,2018-03,2026-07,37.796,-122.279,True,East Bay
Emeryville Public Market,2018-03,2026-07,37.841,-122.294,True,East Bay
Virginia St at Shattuck Ave,2018-03,2026-07,37.877,-122.27,True,East Bay
Alcatraz Ave at Shattuck Ave,2018-03,2026-07,37.85,-122.266,True,East Bay
San Pablo Park,2018-04,2026-07,37.856,-122.283,True,East Bay
Haste St at College Ave,2018-06,2026-07,37.866,-122.254,True,East Bay
Fifth St at Delaware St,2018-06,2026-07,37.87,-122.3,True,East Bay
West St at University Ave,2018-07,2026-07,37.87,-122.287,True,East Bay
10th St at University Ave,2018-07,2026-07,37.869,-122.293,True,East Bay
Miles Ave at Cavour St,2018-09,2026-07,37.839,-122.259,True,East Bay
Madison St at 17th St,2018-09,2026-07,37.804,-122.262,True,East Bay
Farnam St at Fruitvale Ave; Farnham St at Fruitvale Ave,2018-11,2026-07,37.778,-122.225,True,East Bay
2100 Powell St,2019-04,2026-07,37.84,-122.299,True,East Bay
MTL-ECO5-01,2019-06,2020-02,45.51,-73.57,False,East Bay
21st St at 5th Ave,2020-01,2026-07,37.8,-122.247,True,East Bay
Bond St at High St,2020-02,2026-07,37.774,-122.212,True,East Bay
Telegraph Ave at 49th St,2020-07,2026-07,37.836,-122.263,True,East Bay
13th St at Webster St,2020-12,2026-07,37.803,-122.269,True,East Bay
52nd St at MLK Jr Way,2021-02,2026-07,37.837,-122.268,True,East Bay
62nd St at Claremont Ave,2021-06,2026-07,37.849,-122.253,True,East Bay
West St at Brockhurst St; West at Brockhurst,2022-04,2026-07,37.823,-122.273,True,East Bay
40th St at Piedmont Ave,2022-04,2026-07,37.826,-122.253,True,East Bay
Brockhurst St at San Pablo Ave,2022-06,2026-07,37.824,-122.277,True,East Bay
10th St at Chestnut St,2023-02,2026-07,37.81,-122.29,True,East Bay
Lab - NYC - M,2023-07,2026-01,40.754,-73.996,False,East Bay
Euclid Ave at Hearst Ave,2023-10,2026-07,37.875,-122.26,True,East Bay
Franklin St at 13th St,2024-02,2026-07,37.803,-122.27,True,East Bay
MLK Jr Way 27th St,2024-02,2024-05,37.817,-122.271,False,East Bay
Jefferson St at 14th St,2024-03,2026-07,37.805,-122.275,True,East Bay
Addison St at California St,2024-04,2026-07,37.87,-122.279,True,East Bay
MacArthur BART,2024-05,2026-07,37.829,-122.266,True,East Bay
Raimondi Park,2024-06,2026-07,37.815,-122.293,True,East Bay
Bay Street Plaza,2024-07,2026-07,37.835,-122.292,True,East Bay
Ninth St at University Ave,2024-10,2025-02,37.868,-122.294,False,East Bay
Mandela Parkway at W Grand Ave,2025-01,2026-07,37.816,-122.289,True,East Bay
Brooklyn Basin,2025-04,2026-07,37.787,-122.256,True,East Bay
Piedmont Ave at MacArthur Blvd,2025-06,2026-07,37.823,-122.257,True,East Bay
Willow Park,2025-06,2026-07,37.812,-122.296,True,East Bay
26th St at Broadway,2025-06,2026-07,37.815,-122.264,True,East Bay
Second St at Oak St,2025-06,2026-07,37.793,-122.268,True,East Bay
65th St at San Pablo Ave,2025-08,2026-07,37.848,-122.285,True,East Bay
Brooklyn Ave at Lakeshore Ave,2025-08,2026-07,37.805,-122.25,True,East Bay
Lowell St at Stanford Ave,2025-08,2026-07,37.843,-122.277,True,East Bay
11th Ave at 19th St,2025-08,2026-07,37.795,-122.244,True,East Bay
Emeryville Depot (Pillar),2025-09,2025-09,37.83,-122.289,False,East Bay
Webster St at 40th St,2025-10,2026-07,37.829,-122.261,True,East Bay
Fruitvale Ave at MacArthur Blvd,2025-10,2026-07,37.801,-122.216,True,East Bay
Vallejo St at 66th St,2025-10,2026-07,37.848,-122.289,True,East Bay
Lakeshore Ave,2025-10,2026-07,37.799,-122.259,True,East Bay
Huchiun Park,2025-10,2026-07,37.832,-122.29,True,East Bay
E 21st St at 23rd Ave,2025-10,2026-07,37.789,-122.232,True,East Bay
Powell St at Admiral Dr,2025-11,2025-12,37.837,-122.307,False,East Bay
MacArthur Blvd at Hopkins Pl,2025-12,2026-07,37.799,-122.208,True,East Bay
Powell St at Commodore Dr,2025-12,2026-07,37.837,-122.305,True,East Bay
E 18th St at 4th Ave,2025-12,2026-07,37.799,-122.251,True,East Bay
Lynde St at Fruitvale Ave,2026-01,2026-07,37.791,-122.22,True,East Bay
Magee Ave at MacArthur Blvd,2026-01,2026-07,37.793,-122.2,True,East Bay
16th Ave at E 21st St,2026-02,2026-07,37.793,-122.24,True,East Bay
Brookdale Ave at 35th Ave,2026-02,2026-07,37.788,-122.21,True,East Bay
Curtis St at Gilman St,2026-04,2026-07,37.881,-122.29,True,East Bay
Strawberry Creek Park,2026-04,2026-07,37.865,-122.286,True,East Bay
James Kenney Park,2026-04,2026-07,37.873,-122.297,True,East Bay
Tenth St at Gilman St,2026-04,2026-07,37.881,-122.297,True,East Bay
Tom Bates Sports Complex,2026-04,2026-07,37.878,-122.309,True,East Bay
Josephine St at Sonoma Ave,2026-05,2026-07,37.885,-122.276,True,East Bay
Grove Park,2026-05,2026-07,37.856,-122.273,True,East Bay
Hearst Ave at Gayley Rd,2026-05,2026-07,37.875,-122.257,True,East Bay
Clark Kerr Campus,2026-05,2026-07,37.865,-122.25,True,East Bay
Berkeley Way at Walnut St,2026-06,2026-07,37.873,-122.267,True,East Bay
California St at Dwight Way,2026-07,2026-07,37.862,-122.279,True,East Bay
Berkeley Marina,2026-07,2026-07,37.865,-122.312,True,East Bay
Laguna St at Hayes St,2017,2026-07,37.776,-122.426,True,SF
San Francisco Public Library (Grove St at Hyde St); San Francisco Public Library,2017,2026-07,37.779,-122.416,True,SF
Yerba Buena Center for the Arts (Howard St at 3rd St); Yerba Buena Center for the Arts,2017,2026-07,37.785,-122.401,True,SF
Dolores St at 15th St,2017,2026-07,37.766,-122.427,True,SF
8th St at Ringold St,2017,2026-07,37.775,-122.409,True,SF
Powell St BART Station (Market St at 5th St); Powell St BART South,2017,2026-07,37.784,-122.408,True,SF
San Francisco Caltrain (Townsend St at 4th St); San Francisco Caltrain West; San Francsico Caltrain Station - Townsend St; San Francisco Caltrain Station - Townsend St,2017,2026-07,37.777,-122.395,True,SF
Mechanics Monument Plaza (Market St at Bush St); VIRTUAL STATION - Bush St Racks; Mechanics Monument Plaza Overflow; Mechanics Monument Plaza Virtual Station,2017,2026-07,37.791,-122.399,True,SF
Howard St at Beale St,2017,2026-07,37.79,-122.395,True,SF
San Francisco Caltrain Station 2  (Townsend St at 4th St),2017,2019-09,37.777,-122.396,False,SF
Spear St at Folsom St,2017,2026-07,37.79,-122.39,True,SF
3rd St at Townsend St,2017,2024-03,37.779,-122.393,False,SF
The Embarcadero at Steuart St,2017,2026-07,37.791,-122.391,True,SF
Clay St at Battery St,2017,2026-07,37.795,-122.4,True,SF
Beale St at Harrison St,2017,2026-07,37.788,-122.392,True,SF
Folsom St at 9th St,2017,2026-07,37.774,-122.412,True,SF
San Francisco Ferry Building (Harry Bridges Plaza); San Francisco Ferry Building,2017,2026-07,37.795,-122.394,True,SF
Cyril Magnin St at Ellis St,2017,2026-07,37.786,-122.409,True,SF
Folsom St at 19th St,2017,2026-07,37.761,-122.415,True,SF
The Embarcadero at Sansome St,2017,2026-07,37.805,-122.403,True,SF
Garfield Square (25th St at Harrison St); Garfield Square,2017,2026-07,37.751,-122.412,True,SF
Folsom St at 15th St,2017,2026-07,37.767,-122.415,True,SF
Broadway at Kearny; Broadway at Kearny St,2017,2026-07,37.798,-122.406,True,SF
S Park St at 3rd St; South Park St at 3rd St,2017,2026-07,37.781,-122.395,True,SF
Davis St at Jackson St,2017,2026-07,37.797,-122.398,True,SF
Market St at Dolores St,2017,2026-07,37.769,-122.427,True,SF
Valencia St at 16th St,2017,2025-04,37.765,-122.422,False,SF
Victoria Manalo Draves Park,2017,2026-07,37.778,-122.406,True,SF
Post St at Kearny St,2017,2026-07,37.789,-122.403,True,SF
Steuart St at Market St,2017,2020-01,37.794,-122.394,False,SF
San Francisco City Hall (Polk St at Grove St); San Francisco City Hall,2017,2026-07,37.779,-122.418,True,SF
The Embarcadero at Vallejo St,2017,2026-07,37.8,-122.399,True,SF
Church St at Duboce Ave,2017,2026-07,37.77,-122.429,True,SF
Mission Dolores Park,2017,2026-07,37.761,-122.426,True,SF
19th St at Florida St,2017,2026-07,37.76,-122.411,True,SF
Valencia St at 24th St,2017,2026-07,37.752,-122.421,True,SF
Montgomery St BART Station (Market St at 2nd St); Montgomery St BART,2017,2026-07,37.79,-122.401,True,SF
5th St at Howard St,2017,2026-07,37.782,-122.405,True,SF
Valencia St at 22nd St; 22nd St at Valencia St,2017,2026-07,37.755,-122.421,True,SF
Market St at 10th St,2017,2026-07,37.777,-122.417,True,SF
Koshland Park; Koshland Park (Page St at Buchanan St),2017,2026-07,37.773,-122.427,True,SF
Valencia St at 21st St; 21st St at Valencia St,2017,2026-07,37.757,-122.421,True,SF
30th St at San Jose Ave,2017,2026-07,37.742,-122.423,True,SF
24th St at Chattanooga St,2017,2026-07,37.752,-122.427,True,SF
Jersey St at Castro St; Castro St at Jersey St,2017,2026-07,37.751,-122.434,True,SF
20th St at Bryant St,2017,2026-07,37.759,-122.41,True,SF
Mission Playground,2017,2026-07,37.759,-122.421,True,SF
Valencia St at Cesar Chavez St,2017,2024-02,37.748,-122.42,False,SF
McCoppin St at Valencia St,2017,2026-07,37.772,-122.422,True,SF
Powell St BART Station (Market St at 4th St); Powell St BART North,2017,2026-07,37.786,-122.405,True,SF
Washington St at Kearny St,2017,2026-07,37.795,-122.405,True,SF
Esprit Park; Esprit Park (19th St at Minnesota St),2017,2026-07,37.762,-122.391,True,SF
Berry St at 4th St; SF STATION IN A BOX 1,2017,2026-07,37.776,-122.393,True,SF
18th St at Noe St,2017,2026-07,37.761,-122.433,True,SF
7th St at Brannan St; Brannan St at 7th St,2017,2026-07,37.773,-122.404,True,SF
Golden Gate Ave at Polk St; Polk St at Golden Gate Ave,2017,2026-07,37.781,-122.419,True,SF
The Embarcadero at Bryant St,2017,2026-07,37.787,-122.388,True,SF
Grove St at Divisadero; Grove St at Divisadero St,2017,2026-07,37.776,-122.438,True,SF
McAllister St at Baker St,2017,2026-07,37.777,-122.442,True,SF
19th St at Mission St,2017,2026-07,37.76,-122.419,True,SF
Golden Gate Ave at Hyde St,2017,2020-05,37.782,-122.415,False,SF
2nd St at S Park St; South Park St at 2nd St,2017,2026-07,37.782,-122.393,True,SF
2nd St at Folsom St; Folsom St at 2nd St,2017,2026-07,37.785,-122.397,True,SF
11th St at Bryant St,2017,2026-07,37.77,-122.412,True,SF
29th St at Tiffany Ave,2017,2026-07,37.744,-122.421,True,SF
14th St at Mission St,2017,2026-07,37.768,-122.42,True,SF
Embarcadero BART Station (Beale St at Market St); Embarcadero BART,2017,2025-09,37.792,-122.397,False,SF
11th St at Natoma St,2017,2026-07,37.774,-122.416,True,SF
Howard St at 8th St,2017,2026-07,37.777,-122.411,True,SF
Father Alfred E Boeddeker Park,2017,2026-07,37.784,-122.412,True,SF
4th St at Mission Bay Blvd S,2017,2026-07,37.77,-122.391,True,SF
Harrison St at 20th St,2017,2026-07,37.759,-122.413,True,SF
Eureka Valley Recreation Center,2017,2026-07,37.759,-122.437,True,SF
Jackson Playground,2017,2026-07,37.765,-122.399,True,SF
O'Farrell St at Divisadero St,2017,2026-07,37.782,-122.439,True,SF
4th St at Harrison St,2017,2026-07,37.781,-122.4,True,SF
Webster St at O'Farrell St,2017,2026-07,37.784,-122.431,True,SF
Union Square (Powell St at Post St); Union Square,2017,2026-07,37.788,-122.409,True,SF
Central Ave at Fell St,2017,2021-12,37.773,-122.444,False,SF
Commercial St at Montgomery St,2017,2026-07,37.794,-122.403,True,SF
Page St at Scott St,2017,2026-07,37.772,-122.436,True,SF
Harrison St at 17th St,2017,2026-07,37.764,-122.413,True,SF
29th St at Church St,2017,2026-07,37.744,-122.427,True,SF
16th St Mission BART; 16th St Mission BART Station 2; 16th St Mission BART South; 16th St Mission BART North,2017,2026-07,37.765,-122.42,True,SF
Franklin Square,2017,2026-07,37.765,-122.41,True,SF
Sanchez St at 15th St,2017,2026-07,37.766,-122.431,True,SF
Townsend St at 7th St,2017,2026-07,37.771,-122.403,True,SF
Raymond Kimbell Playground,2017,2026-07,37.784,-122.435,True,SF
Civic Center/UN Plaza BART Station (Market St at McAllister St); Civic Center BART,2017,2026-07,37.781,-122.412,True,SF
1st St at Folsom St,2017,2025-11,37.787,-122.394,False,SF
S Van Ness Ave at Market St,2017,2026-07,37.775,-122.419,True,SF
